key,s3_file_size,local_file_size,sha256
css/nga/WV02/1B/2009/340/WV02_10300100031B7300_P1BS_506321173050_01/WV02_20091206212443_10300100031B7300_09DEC06212443-P1BS-506321173050_01_P003
